Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
"Lundy, Susan",117,1,1,1,4,4,3,0,106681,1,22,Area Sales Manager,MA,4207,12/03/76,M ,Married,US Citizen,No,Black or African American,1/10/2011,,N/A-StillEmployed,Voluntarily Terminated,IT/IS,David Stanley,14,Diversity Job Fair,Fully Meets,3.08,5,4,2/8/2019,1,2
"Gill, Whitney  ",126,1,1,1,3,5,3,0,74890,0,16,Production Technician II,MA,33207,12/08/73,M ,Married,US Citizen,No,White,3/30/2015,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Employee Referral,Exceeds,4.89,4,2,2/15/2019,2,13
"Saada, Adell",1,1,1,0,3,6,4,0,50711,1,26,Production Technician I,MA,7159,06/19/61,F,Married,US Citizen,No,White,1/7/2013,5/25/2016,maternity leave - did not return,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Employee Referral,Exceeds,4.64,4,0,2/26/2019,2,2
"Cross, Noah",158,0,1,0,3,6,3,0,78934,1,1,Data Architect,ID,53730,11/22/66,M ,Married,US Citizen,No,White,7/8/2013,9/19/2016,N/A-StillEmployed,Voluntarily Terminated,Admin Offices,Jennifer Zamora,5,LinkedIn,Fully Meets,2.77,5,4,1/21/2019,1,13
"Jhaveri, Sneha  ",16,0,0,1,4,5,4,0,99818,0,15,Production Technician I,MA,14870,07/24/86,F,Single,US Citizen,No,Black or African American,7/6/2016,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,2.91,4,1,2/22/2019,0,8
"Monroe, Peter",103,1,2,1,2,4,3,0,67958,0,25,Production Technician I,MA,7611,07/07/86,M ,Married,US Citizen,No,White,9/30/2013,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Employee Referral,Fully Meets,3.49,3,4,2/1/2019,2,14
"Faller, Megan ",109,1,1,1,4,6,3,0,84613,1,14,Production Technician I,MA,14972,02/16/84,M ,Single,US Citizen,No,White,3/30/2015,4/7/2018,more money,Terminated for Cause,IT/IS,David Stanley,14,Indeed,Fully Meets,4.63,5,3,4/2/2018,2,14
"Tippett, Jeanette",98,0,1,0,3,6,4,0,80339,1,13,Sales Manager,MA,35614,03/28/78,F,Single,US Citizen,No,White,5/14/2012,5/1/2018,attendance,Voluntarily Terminated,IT/IS,Janet King,2,Indeed,Fully Meets,2.84,3,2,2/15/2019,1,5
"Liebig, Ketsia",47,0,1,0,4,4,3,0,57810,1,16,Production Technician I,MA,8396,02/12/79,M ,Married,US Citizen,No,White,1/5/2015,11/30/2012,Another position,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,1.77,4,1,1/15/2017,1,3
"Ybarra, Catherine ",115,1,2,0,4,6,3,1,105795,1,8,Database Administrator,MA,28134,08/30/79,F,Married,US Citizen,No,Black or African American,1/6/2014,2/19/2016,relocation out of area,Voluntarily Terminated,Sales,David Stanley,14,Employee Referral,Fully Meets,1.8,2,1,1/10/2015,2,8
"Shepard, Anita ",45,0,1,0,5,5,2,1,48999,1,4,Production Technician I,MA,20910,03/15/85,F,Married,US Citizen,No,Black or African American,4/4/2011,9/1/2015,medical issues,Voluntarily Terminated,IT/IS,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.39,5,3,3/2/2016,1,7
"Jung, Judy  ",148,1,2,1,3,2,2,0,104476,0,14,Production Technician II,MA,6238,10/01/90,M ,Divorced,US Citizen,No,White,2/21/2011,,N/A-StillEmployed,Voluntarily Terminated,IT/IS,Jennifer Zamora,5,Google Search,Fully Meets,3.7,5,5,4/15/2015,1,3
