"businessentityid","firstname","middlename","lastname","telephonenumber","telephonespecialinstructions","street","city","stateprovince","postalcode","countryregion","homeaddressspecialinstructions","emailaddress","emailspecialinstructions","emailtelephonenumber","rowguid","modifieddate"
13139,Spencer,R,Wood,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],bdc28c3c-d5fd-44c5-ae5b-93ae1edf9225,2014-04-12 00:00:00.000
13140,Spencer,,Barnes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4e747ea4-8e1d-418c-9848-2c576776583e",2014-04-28 00:00:00.000
13141,Spencer,R,Ross,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],bf2b37b8-72d8-4499-b194-827d14623f59,2014-04-20 00:00:00.000
13142,Edwin,,Zhou,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b0fbb27c-6eac-4e48-a363-7c4a1a1b3d51,2012-11-18 00:00:00.000
13143,Spencer,,Henderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],eef4524d-976f-45b2-95d3-2d0094d79ce8,2011-09-15 00:00:00.000
13144,Edwin,,Ye,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"85e47069-4d9c-4e34-909a-ce2885814ed4",2011-11-06 00:00:00.000
13145,Spencer,,Coleman,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7e2299ec-f455-4952-8176-98f2980ec33b",2013-10-23 00:00:00.000
13146,Edwin,,Zhao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"48256b82-aae0-428d-8f51-a87acd839511",2011-12-19 00:00:00.000
13147,Spencer,S,Jenkins,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"08fd767d-009a-4205-82ac-64b1f36c8636",2014-01-27 00:00:00.000
13148,Spencer,,Perry,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9bef469f-b5ea-460d-b457-4c626d05d3be",2013-11-20 00:00:00.000
13149,Spencer,,Powell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],bc955139-0729-4478-97ea-190929a063dd,2013-12-15 00:00:00.000
13150,Robyn,J,Gill,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"178f4d1e-370c-4e0d-94ff-eea38117d116",2013-08-18 00:00:00.000
13151,Edwin,,Lu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d116c4c7-402d-449b-8485-84325d27cecd,2013-11-01 00:00:00.000
13152,Spencer,W,Long,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"125c6281-7657-43e2-bcfe-314c0f1a425b",2014-04-19 00:00:00.000
13153,Spencer,W,Patterson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"61a43520-4d01-472d-9737-323d4a1976a1",2013-09-09 00:00:00.000
13154,Edwin,J,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"554af7c4-a7f4-44e1-be6b-1b00e73c4c75",2011-07-24 00:00:00.000
13155,Spencer,,Hughes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"281e0bd2-2c6b-4e14-87fa-1829a37ebc73",2014-04-29 00:00:00.000
13156,Spencer,,Flores,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"769a1953-2065-4710-bc12-b91d9bcb300b",2013-02-14 00:00:00.000
13157,Spencer,P,Washington,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6e426d3e-6626-49c1-b9dd-fb7d2c703990",2014-04-22 00:00:00.000
13158,Spencer,A,Butler,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ce30e03e-1ddd-4aab-a331-e54b25a5a095,2014-04-28 00:00:00.000
13159,Edwin,O,Sun,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4e6fa5c3-27a3-4cff-a3b4-6b4293ea78ea",2014-03-12 00:00:00.000
13160,Edwin,,Zhu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ae8f516d-1700-42f1-9d36-4b4ffe4e0bec,2013-11-30 00:00:00.000
13161,Edwin,,Gao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4f2ad5d1-dcfd-41b0-95b6-13500849c804",2011-12-29 00:00:00.000
13162,Spencer,D,Simmons,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"73920358-f02f-4181-8319-ae2bde9b22f1",2013-10-10 00:00:00.000
13163,Spencer,J,Foster,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"27f48665-a45a-485e-9b20-943c0be32dcb",2013-12-15 00:00:00.000
13164,Edwin,W,Liang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1d9d6a44-3a96-4383-8620-e86de9e2798b",2013-07-08 00:00:00.000
13165,Spencer,,Gonzales,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6ceb4653-6019-4cc8-9e55-98e3a9fffeff",2012-09-21 00:00:00.000
13166,Edwin,M,Guo,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"46af653a-3fd2-4f0b-b891-805cce52b02a",2014-06-27 00:00:00.000
13167,Edwin,,He,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a8292b22-6194-4f5e-a082-679e1dae70cf,2013-10-21 00:00:00.000
13168,Spencer,J,Bryant,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"42545438-94cc-45b7-b7c3-94f919c638f5",2013-09-04 00:00:00.000
13169,Edwin,J,Zheng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],cfb5e10a-2b1f-4204-af38-74ba82067bd2,2013-01-07 00:00:00.000
13170,Spencer,,Alexander,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2161409e-1478-4949-97f7-4fcdcc9753a4",2014-04-14 00:00:00.000
13171,Giorgio,,Veronesi,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5041d8eb-3fdc-4ca1-b2c0-53a7871f52ff",2013-09-23 00:00:00.000
13172,Edwin,,Hu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],fb565471-5e64-463e-af17-7512879071ad,2014-05-21 00:00:00.000
13173,Spencer,,Russell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5000823f-effd-405f-8ec8-35c7d24460a9",2012-02-06 00:00:00.000
13174,Edwin,,She,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9276643b-de5b-4391-a125-6de6f42f98a9",2014-03-23 00:00:00.000
13175,Edwin,A,Deng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],cf5123cd-b92b-4a6d-9fb4-6ed409bfcffe,2012-11-13 00:00:00.000
13176,Spencer,,Griffin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2a7adab7-a3b4-42c4-bd10-24be4997a5c4",2011-08-08 00:00:00.000
13177,Spencer,J,Diaz,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"97f5d442-6627-4b4f-81d9-c87aed42af53",2013-01-29 00:00:00.000
13178,Edwin,C,Shen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"170ae6e6-bbc0-4c22-8b8f-bc989e2973a3",2013-03-28 00:00:00.000
13179,Spencer,V,Hayes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5af9dfe2-bdcc-4a84-b770-8045966151a6",2013-08-15 00:00:00.000
13180,Edwin,E,Xie,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c9945704-f142-4f72-8533-3e0830729a5c,2013-12-13 00:00:00.000
13181,Antonio,E,Price,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e68411fb-e6a1-4fe7-b9e7-17484cb55040,2013-08-30 00:00:00.000
13182,Antonio,C,Bennett,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],dd793e93-de17-4e0d-b777-4f5b10a1caf8,2013-07-10 00:00:00.000
13183,Edwin,,Tang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f9f15a4c-42cc-4ab7-918e-e927a059c0d4,2012-04-21 00:00:00.000
13184,Antonio,,Wood,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"410d9d31-c50a-486b-ae61-3375f7605b0c",2014-06-29 00:00:00.000
13185,Edwin,,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"67dca759-be47-4386-830c-759fded2614f",2014-05-07 00:00:00.000
13186,Edwin,S,Luo,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],daeef022-b554-4940-b15d-37fe1c8be42c,2014-06-14 00:00:00.000
13187,Antonio,,Barnes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e90ca923-5cf7-4cca-a2d4-6dbd02b5f535,2014-01-16 00:00:00.000
13188,Robyn,R,Blanco,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ecde2a39-b0b8-465a-8f29-680067438957,2013-03-24 00:00:00.000
13189,Edwin,,Yuan,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"17d8edba-94e0-43cc-a4d5-3616d55d3621",2014-04-05 00:00:00.000
13190,Antonio,,Ross,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],bc112ee1-a4ed-4e03-ba1d-2986ea06c608,2013-09-05 00:00:00.000
13191,Edwin,,Kumar,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],fe00b64d-c120-4727-a239-fbdb69d04828,2013-08-24 00:00:00.000
13192,Edwin,,Lal,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"84a3b4b4-8d26-43a3-8633-f59496999991",2013-03-18 00:00:00.000
13193,Edwin,K,Sharma,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1c11e9fb-e0c8-4f90-b1a7-70dab44e6f5e",2013-01-05 00:00:00.000
13194,Edwin,,Shan,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"21a59e7f-899a-4687-aa5b-11eed9530e6d",2013-09-16 00:00:00.000
13195,Antonio,,Henderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"128d6f36-89a2-42be-b691-46570f301d51",2013-10-11 00:00:00.000
13196,Edwin,,Jai,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"77e8b891-4cdc-44bb-8f6b-35ace54ce476",2013-10-13 00:00:00.000
13197,Edwin,M,Pal,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1bea60db-b051-49e8-ac45-5f1d12bbbb73",2013-10-13 00:00:00.000
13198,Antonio,M,Jenkins,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f3539c7a-5948-4a98-8b20-82f788933ce5,2014-02-24 00:00:00.000
13199,Edwin,D,Raje,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],cd70bfa3-caba-47f8-9960-a64fef957553,2014-02-07 00:00:00.000
13200,Edwin,M,Chande,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8a057ce6-33b2-40d0-8cdf-93ed39ec2874",2014-06-26 00:00:00.000
13201,Antonio,L,Perry,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e8000a86-1ae8-4251-828e-f6881269c393,2012-06-12 00:00:00.000
13202,Antonio,E,Powell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2230b79a-e647-4a01-a676-5991ae7ec322",2014-03-21 00:00:00.000
13203,Antonio,E,Long,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9cf5858f-7bb9-4f4c-bb0a-fbc4ec4e1b63",2013-05-08 00:00:00.000
13204,Edwin,T,Chander,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2035625e-8207-4ea3-9d15-02cb8da69287",2011-09-22 00:00:00.000
13205,Edwin,R,Nara,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6b06de94-716d-4961-8087-b17b35cc440a",2011-09-04 00:00:00.000
13206,Antonio,G,Patterson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8ae8f281-82d1-4712-b676-e3d41ce6a7f5",2012-03-23 00:00:00.000
13207,Antonio,P,Hughes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"05e0d477-1a95-4320-b899-df91a1c64125",2013-08-27 00:00:00.000
13208,Antonio,D,Flores,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2d592e56-39cb-432a-b41c-a80dbabe94b2",2013-02-16 00:00:00.000
13209,Edwin,M,Rai,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2b47647f-31d0-4a4a-afdb-e0a45bf368de",2013-09-07 00:00:00.000
13210,Antonio,K,Washington,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9ca86bc3-d737-4572-b445-adbdfef58b17",2012-03-21 00:00:00.000
13211,Edwin,,Nath,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b0c41cb9-a746-43a7-aa48-f4062667ab47,2013-08-07 00:00:00.000
13212,Antonio,,Butler,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"34ad1e51-c439-4526-a454-59b8b6fc4396",2012-05-19 00:00:00.000
13213,Edwin,,Goel,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e390e14b-9108-445b-b103-7dc154eed261,2014-03-25 00:00:00.000
13214,Antonio,,Simmons,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"982162ae-40aa-44e8-9b91-dcb93cfdd1c3",2012-09-14 00:00:00.000
13215,Antonio,,Foster,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"406dbcf5-1a9d-4ded-8b2a-3c69804ea2cc",2013-07-06 00:00:00.000
13216,Antonio,,Gonzales,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"515f4361-3f23-400e-8c16-bc9d75c51845",2013-11-07 00:00:00.000
13217,Edwin,,Bhat,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5bbfb44a-646f-4abf-994b-cf0cdfeab193",2012-09-24 00:00:00.000
13218,Antonio,R,Bryant,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1684af20-c8a8-414c-aaa9-d8ccdbf0d006",2012-06-12 00:00:00.000
13219,Edwin,,Raji,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"32448277-7dc7-4c03-b3b5-40f04a12415f",2014-01-09 00:00:00.000
13220,Antonio,,Alexander,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a94a3298-4ef6-40a7-9826-78805ffc8892,2014-03-03 00:00:00.000
13221,Edwin,J,Ferrier,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9448ba52-62ff-48bc-9713-69ece693f54b",2013-05-26 00:00:00.000
13222,Roger,,Zhang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7a6c89f4-82ed-46cf-98cd-bea80c870760",2013-12-05 00:00:00.000
13223,Roger,P,Wang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f54335d9-6e84-4641-9353-c9f4b4ba6d49,2013-05-15 00:00:00.000
13224,Robyn,O,Ramos,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2e98d685-9bca-4b25-b329-0282556da98d",2013-10-02 00:00:00.000
13225,Roger,P,Chen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d679b249-a532-40e6-ab7a-7e7a8dbdee3c,2013-07-05 00:00:00.000
13226,Antonio,L,Russell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4fad185d-8efe-4067-a984-bc0f6897a4a3",2014-02-12 00:00:00.000
13227,Antonio,J,Griffin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"3d322c75-b75a-4905-8b81-5da81e72d905",2014-06-25 00:00:00.000
13228,Roger,E,Liu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"76f613b4-1ec0-49f6-8b13-d7146d7839c4",2013-10-31 00:00:00.000
13229,Antonio,,Diaz,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2d9e753e-c691-46f5-8efa-513c59dfefdf",2014-06-11 00:00:00.000
13230,Antonio,,Hayes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"10c4339d-9aeb-4d2e-8087-fa28056bb86f",2013-11-09 00:00:00.000
13231,Roger,A,Yang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],da1fd799-1b4a-4c65-8059-8d6653d76d11,2013-08-07 00:00:00.000
13232,Roger,L,Huang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6be9f725-7df3-4c05-89ea-484ebe61523e",2011-10-08 00:00:00.000
13233,Carson,,Price,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6a8597c5-ea47-483a-b1f7-5ad344d422f8",2013-11-15 00:00:00.000
13234,Roger,,Wu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6e426a1e-af88-4a6b-bfd5-2606780d7402",2013-06-21 00:00:00.000
13235,Roger,W,Lin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6dc6d22f-858d-4b40-a141-fe6b30abd2fd",2014-05-31 00:00:00.000
13236,Carson,J,Wood,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e9618aac-a81e-47c5-8dd4-090f36eea227,2013-09-17 00:00:00.000
13237,Carson,,Barnes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"68355ce2-a055-4e71-8211-88aedf7b93cb",2012-08-31 00:00:00.000
13238,Roger,L,Zhou,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"42cac977-98bb-4e67-9ad7-11b4e7ed8a8c",2014-02-20 00:00:00.000
13239,Carson,,Henderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2ff52d13-5a44-43ad-8275-d44ba1f49790",2013-04-14 00:00:00.000
13240,Carson,,Coleman,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"49dc5ea1-66b1-4a00-a554-282b765703c1",2014-05-15 00:00:00.000
13241,Roger,S,Ye,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e135b807-85f6-4b51-93ad-a14c365c4869,2013-08-30 00:00:00.000
13242,Carson,S,Jenkins,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],feeacc8a-984c-47a8-b164-a572d842c484,2012-01-17 00:00:00.000
13243,Carson,C,Perry,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],fd1882c4-03e7-46fe-b1f9-53c9eb32ab51,2012-06-17 00:00:00.000
13244,Roger,,Zhao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b58881b2-677c-4a3e-bbf3-7de53c5dad84,2013-10-03 00:00:00.000
13245,Carson,,Powell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"311580f6-ef06-4a50-96e9-daed18ee1d71",2014-05-03 00:00:00.000
13246,Damien,,Jai,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a98f141d-611e-40e5-baeb-1de9cbe103aa,2013-09-22 00:00:00.000
13247,Robyn,M,Carlson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ca4cef1f-265a-4e69-8160-52ff5a501922,2011-09-10 00:00:00.000
13248,Roger,F,Lu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"28f6a0f4-ec70-42bc-a10e-24bb30bb99b3",2012-01-30 00:00:00.000
13249,Carson,,Long,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"44542ab3-c7ec-4615-a29e-a27b2702bc41",2013-09-13 00:00:00.000
13250,Roger,A,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7b2cda78-8729-4a54-87c8-24542f80f9f6",2013-08-17 00:00:00.000
13251,Roger,C,Sun,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d0a3b1a7-78b6-4cf5-b788-b735b4e95537,2014-06-19 00:00:00.000
13252,Carson,L,Patterson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"3a685505-79e1-4f44-8d1c-9182ab8bff4a",2014-02-21 00:00:00.000
13253,Carson,,Hughes,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8e51b641-95e1-45a6-854d-7df6b062f2e5",2014-03-28 00:00:00.000
13254,Roger,J,Zhu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],de2e6cc1-c08a-4d66-91c0-48eefbbe34d9,2014-04-13 00:00:00.000
13255,Carson,J,Flores,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"6e4ffa13-1dc1-49f3-9c8a-aaf91933b242",2014-06-24 00:00:00.000
13256,Carson,,Washington,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"25ceff37-b44f-429a-b6d2-dd4cfc96fe36",2013-12-24 00:00:00.000
13257,Carson,T,Butler,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],cbb15242-a9be-440f-b888-0379b8335732,2013-09-16 00:00:00.000
13258,Roger,V,Ma,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5a245dbc-72f9-44b8-81d0-378879373f56",2013-03-09 00:00:00.000
13259,Roger,R,Liang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],af95d8b8-6ccf-472c-ada6-b9affc55969c,2013-12-02 00:00:00.000
13260,Roger,,Guo,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"79b83772-b8e3-46e4-9f58-59c3dbb90c2c",2014-01-05 00:00:00.000
13261,Carson,A,Simmons,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f7171366-62bd-44c4-80d0-3fc855d51b78,2013-09-03 00:00:00.000
13262,Carson,L,Foster,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"56658720-7590-4828-9683-5e98f1285ff0",2013-08-07 00:00:00.000
13263,Carson,J,Gonzales,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1a21892b-dab5-4a7f-af98-29280157ccd6",2013-07-03 00:00:00.000
13264,Roger,,Zheng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4e0d79e1-ab6e-477c-bc72-61cfa1b07d6d",2013-10-25 00:00:00.000
13265,Carson,,Bryant,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ec5a81c9-664e-4bdd-b7b6-126e83f0daec,2014-01-28 00:00:00.000
13266,Robyn,,Suarez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"680a9817-21e6-4b9c-9522-8cf6a6d58331",2013-09-28 00:00:00.000
13267,Roger,,Holt,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f055bf6f-e528-4b13-9f40-f6f56cd6f483,2014-01-17 00:00:00.000
13268,Carson,G,Alexander,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b6ab3b45-8b43-49c1-ae2e-af3a2091f588,2013-09-21 00:00:00.000
13269,Roger,A,Cai,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a31060eb-ac7a-43b3-949c-4866087f6124,2013-07-28 00:00:00.000
13270,Carson,,Russell,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"649c7afe-9a39-48ff-8eeb-b0952502f404",2014-03-30 00:00:00.000
13271,Carson,L,Griffin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f6a9a5aa-1b71-462e-904b-f3c0964e8dd9,2013-10-10 00:00:00.000
13272,Carson,,Diaz,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8bab0b95-b5a2-4862-8521-d1be32ba771d",2014-04-26 00:00:00.000
